DEC alternative conversion factor (LCU per US$),Fertility rate, total (births per woman),GDP (constant LCU),GDP (current LCU),GDP (current US$),GDP at market prices (constant 2010 US$),GDP deflator (base year varies by country),GDP growth (annual %),GDP per capita (current LCU),GDP per capita (current US$),GDP per capita, PPP (constant 2011 international $),GDP per capita, PPP (current international $),GDP, PPP (constant 2011 international $),GDP, PPP (current international $),GNI (current LCU),GNI per capita (current LCU),GNI per capita, Atlas method (current US$),GNI per capita, PPP (current international $),General government total expenditure (current LCU),Life expectancy at birth, total (years),Mortality rate, infant (per 1,000 live births),Official exchange rate (LCU per US$, period average),PPP conversion factor, GDP (LCU per international $),PPP conversion factor, private consumption (LCU per international $),Population aged 14 years or younger (thousands),Population aged 15-24 years (thousands),Population aged 25-64 years (thousands) ,Population aged 65 years or older (thousands),Population growth (annual %),Poverty headcount ratio at $3.20 a day (PPP) (% of population),Prevalence of HIV, total (% of population ages 15-49),Price level ratio of PPP conversion factor (GDP) to market exchange rate,Rural population (% of total population),Total debt service (% of GNI),Total population (thousands),
ABW,1.8,1.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76,NaN,1.8,NaN,1.5,19,15,58,14,0.5,NaN,NaN,NaN,57,NaN,106,
AFG,72.3,4.5,515529924900,1409469231300,19484384937,21126660586,273.4,1.8,37917,524,2190,2242,81416458657,83337636266,1423266614000,38288,550,2260,384176000000,64,48,72.1,16.91,17.1,16017,8071,12122,961,2.4,NaN,0.1,0.2,75,0.3,37172,
AGO,252.9,5.5,1554831956300,25627742117300,101353230785,99635905543,1648.3,-2,831806,3290,6934,7097,213619771611,218660540133,23647996403200,767549,3210,6550,5273865000000,61,52,252.9,117.2,125.9,14422,5958,9747,683,3.3,73.2,1.9,0.5,34,9.2,30810,
AIA,NaN,NaN,NaN,791127791,NaN,NaN,NaN,NaN,53705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7,NaN,NaN,3,2,8,1,NaN,NaN,NaN,NaN,NaN,NaN,15,
ALB,108,1.6,1511909900000,1635714630000,15147020535,14546448944,108.2,4.1,570656,5284,13601,13834,38986449579,39653392851,1633858412500,570008,4860,13820,471407000000,78,9,108,41.25,51.3,509,458,1519,396,-0.2,NaN,0.1,0.4,40,7.2,2883,
AND,0.8,NaN,2621620000,2725270000,3218316013,3475566751,104,1.6,35390,41793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,657275685,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,12,NaN,NaN,
ARE,3.7,1.4,1461737003117,1550584747566,422215043585,398022328963,106.1,1.2,161000,43839,66968,68549,644968661273,660187934758,1555814747566,161543,41470,68780,447658000000,78,7,3.7,2.35,2.9,1406,1161,6959,104,1.5,NaN,NaN,0.6,13,NaN,9631,
ARG,28.1,2.3,707329642300,14605790349000,519871519808,446880911358,2064.9,-2.5,328261,11684,22746,23283,1012067661427,1035949340413,14082458184600,316499,12390,22450,5742987000000,77,9,28.1,14.1,14.2,10984,7017,21428,4932,1,3.9,0.4,0.5,8,6.9,44361,
ARM,483,1.8,5339485715468,6017035200000,12457941907,13007610290,112.7,5.2,2038446,4220,12715,13015,37531708419,38417341116,6094874094700,2064816,4230,13180,1447083000000,75,11,483,156.62,167.4,609,367,1644,332,0.2,9.4,0.2,0.3,37,13.2,2952,
ASM,1,NaN,608000000,636000000,636000000,514255507,104.6,2.2,11467,11467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,11,25,3,-0.3,NaN,NaN,NaN,13,NaN,55,
ATG,2.7,2,3516470000,4348550000,1610574074,1457277456,123.7,7.4,45163,16727,21116,21614,2033155752,2081131964,4125488200,42846,15890,20510,996000000,77,6,2.7,2.09,2.4,21,15,52,8,0.9,NaN,NaN,0.8,75,NaN,96,
AUS,1.3,1.7,1849880000000,1849880000000,1433904348500,1420623874172,100,2.9,74046,57396,49576,51036,1238541268895,1275026604984,1792113000000,71734,53250,49440,700439000000,83,3,1.3,1.45,1.5,4778,3118,13103,3898,1.5,NaN,0.1,1.1,14,NaN,24898,
AUT,0.8,1.5,368856790000,385711940000,455508255028,442527642505,104.6,2.4,43630,51525,55687,56871,492303766235,502771138676,384653300000,43510,49400,56720,187648000000,82,3,NaN,0.77,0.8,1271,983,4948,1690,0.5,NaN,NaN,0.9,42,NaN,8891,
AZE,1.7,1.7,29183700000,80092000000,47112941176,57657780569,274.4,1.5,8058,4740,14210,14545,141240661085,144573505574,75910698500,7637,4060,13790,26538000000,73,19,1.7,0.55,0.5,2325,1442,5566,616,0.9,NaN,0.1,0.3,44,6,9950,
BDI,1782.9,5.4,1748034284900,5414485000000,3036931818,2355816908,309.7,1.6,484501,272,762,779,8510320717,8711138069,5425363500000,485475,280,780,1463185000000,61,41,1782.9,621.56,620.8,5085,2157,3683,251,3.2,NaN,1.1,0.3,87,1,11175,
BEL,0.8,1.6,437322600000,459531600000,542685915417,538401092627,105.1,1.5,40214,47491,51246,52250,585590766129,597058697423,462773500000,40498,45940,52620,240045000000,82,3,NaN,0.77,0.8,1958,1306,6061,2157,0.5,NaN,NaN,0.9,2,NaN,11482,
BEN,555.4,4.8,7844677000000,7915660272294,14250985959,13912028869,100.9,6.7,689214,1241,3161,3235,36301676625,37158284361,7835110000000,682201,1200,3200,1311428000000,61,60,555.4,213.03,216.1,4875,2279,3957,374,2.7,NaN,1,0.4,53,1.6,11485,
BFA,555.4,5.2,8405115737400,8997919264200,16199434625,15812355335,107.1,6.8,455555,820,2132,2182,42101342974,43094804969,8730959404200,442040,760,2120,2137705000000,61,55,555.4,208.79,198.8,8878,3960,6438,475,2.9,NaN,0.8,0.4,71,0.9,19751,
BGD,82.1,2,10224374000000,22504793000000,274039092455,194146210563,220.1,7.9,139473,1698,4441,4546,716650504462,733561248619,23531076000000,145833,1750,4750,3218610000000,72,27,83.5,30.68,30.4,44711,30778,77563,8324,1.1,NaN,NaN,0.4,63,1,161377,
BGR,1.7,1.6,98950220000,109694805000,66200847918,60911255558,110.9,3.1,15615,9424,22181,22601,155825835813,158775695748,110713268000,15760,8910,22810,37730000000,75,6,1.7,0.69,0.8,1029,629,3911,1482,-0.7,NaN,0.1,0.4,25,10.2,7052,
BHR,0.4,2,12674430000,14157340000,37652500000,33708590426,111.7,2,9021,23991,46242,47333,72574492642,74287027092,13376740000,8523,21900,44720,4784000000,77,6,0.4,0.19,0.2,302,192,1037,38,4.9,NaN,NaN,0.5,11,NaN,1569,
BHS,1,1.8,10763340000,12424500000,12424500000,10513014753,115.4,1.6,32218,32218,35501,36338,13690429864,14013481834,11742247200,30449,30520,34340,2457000000,74,11,1,0.89,1.1,87,66,205,28,1,NaN,NaN,0.9,17,NaN,386,
BIH,1.7,1.3,31232141900,33444057000,20183498491,20066891828,107.1,3.7,10062,6072,14420,14932,47929841187,49634148336,33347527000,10033,5740,14890,13802000000,77,5,1.7,0.67,0.8,491,403,1883,547,-0.8,NaN,NaN,0.4,52,5.1,3324,
BLM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1,5,1,NaN,NaN,NaN,NaN,NaN,NaN,10,
BLR,2,1.4,79887300000,122319700000,60031262269,62461148027,153.1,3.1,12898,6330,18885,19331,179098111979,183324275683,117948545400,12437,5700,18640,46291000000,74,3,2,0.67,0.6,1594,927,5528,1403,-0.2,,0.4,0.3,21,10,9453,
BLZ,2,2.3,2813700000,3742400000,1871200000,1615604603,133,2.1,9769,4885,7119,7287,2727119315,2791470929,3380520200,8825,4450,6580,1238000000,74,11,2,1.34,NaN,116,78,171,18,1.9,NaN,NaN,0.7,54,6.7,383,
BMU,NaN,1.6,NaN,6351400000,NaN,NaN,NaN,NaN,101208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1154772124,82,NaN,1,NaN,NaN,9,7,33,13,0.1,NaN,NaN,NaN,,NaN,63,
BOL,6.9,2.7,48188730000,278387647000,40287647902,29058494825,577.7,4.2,24521,3549,8656,8860,98267459884,100586269210,271671210063,23929,3370,8650,103267000000,71,22,6.9,2.77,2.6,3528,2161,4848,817,1.4,10.5,0.2,0.4,31,2.6,11353,
BRA,3.7,1.7,4082855848500,6889176083600,1885482534238,2320859395464,168.7,1.3,32889,9001,14596,14941,3057465947938,3129612725335,6694385578300,31959,9080,14520,2623979000000,76,13,3.7,2.2,2.4,44688,33923,112168,18691,0.8,9.1,0.5,0.6,13,5.2,209469,
BRB,2,1.6,9251000000,10173000000,5086500000,4625500000,110,-0.6,35490,17745,15675,16045,4493054574,4599076821,9712206200,33883,16700,15320,3024000000,79,12,2,2.21,2.4,50,38,154,45,0.1,NaN,0.8,1.1,69,NaN,287,
BRN,1.3,1.8,18387100000,18301000000,13567351175,13485221856,99.5,0.1,42663,31628,60389,61814,25904544646,26515812097,18414100000,42927,29390,62200,5885000000,76,9,1.3,0.69,0.7,99,70,240,21,1.1,NaN,NaN,0.5,22,NaN,429,
BTN,68.4,2,68015792500,167326818500,2446674102,2359745114,246,3,221803,3243,11345,11613,8558935579,8760900092,152268238500,201842,2970,10570,56334000000,71,25,68.4,19.1,20.5,194,148,366,45,1.2,NaN,NaN,0.3,59,3.9,754,
BWA,10.2,2.9,96533000000,190365300000,18663264706,18106670986,197.2,4.5,84452,8280,17634,18050,39749578669,40687546271,175928728100,78047,7410,16680,62351000000,69,32,10.2,4.68,5,769,415,975,95,2.2,NaN,21.1,0.5,31,1.1,2254,
CAF,555.4,4.7,740656000000,1233635000000,2220978978,1770260151,166.6,3.8,264367,476,933,955,4354240946,4456987618,1325709299800,284098,490,1030,222833000000,53,83,555.4,276.79,NaN,2067,1010,1458,132,1.5,NaN,3.6,0.5,59,1.1,4666,
CAN,1.3,1.5,2115882957200,2223856000000,1716262621082,1907592951556,105.1,2,60011,46313,48924,50078,1813028887754,1855771204644,2195147000000,59236,45000,49430,912832000000,82,4,1.3,1.2,1.3,5884,4487,20315,6389,1.4,NaN,NaN,0.9,19,NaN,37075,
CHE,1,1.5,696139790100,689545260000,705140620047,674632542773,99.1,2.8,80986,82818,68479,69357,583056483692,590532454887,697237923824,81890,84430,70130,225422000000,84,4,1,1.17,1.3,1271,924,4742,1588,0.7,NaN,0.2,1.2,26,NaN,8526,
CHL,641.3,1.6,153570668110240,191265952072200,298258019275,283029361451,124.5,3.9,10212201,15925,24259,24765,454344134342,463832041067,183040776784420,9773037,14620,23700,48494448000000,80,6,641.3,412.36,487.4,3700,2741,10129,2159,1.4,NaN,0.5,0.6,12,NaN,18729,
CHN,6.6,1.7,84030897173541,91928110000000,13894817110036,10872977784497,109.4,6.8,66006,9977,15243,15603,21229728486930,21730684677909,91588730000000,65762,9620,15550,30153737000000,77,7,6.6,4.23,4.1,255221,173434,843081,155912,0.5,NaN,NaN,0.6,41,1.7,1427648,
CIV,555.4,4.6,33284621932400,32063000000000,57724731365,41776171852,96.3,6.8,1278978,2303,5029,5148,126071148861,129046039594,30999000000000,1236536,2180,4980,5708216000000,57,61,555.4,248.46,242.1,10513,5180,8660,717,2.6,NaN,2.5,0.4,49,3,25069,
CMR,555.4,4.6,16263900000000,21492500000000,38694095651,37879022253,132.1,4.1,852328,1534,3604,3689,90867942646,93012146160,21037500000000,834284,1440,3610,3986067000000,59,52,555.4,231.07,233.7,10750,4993,8785,688,2.6,NaN,3.2,0.4,44,2.8,25216,
COD,1622.5,5.9,12128808595600,75984953276400,46831342213,35223589533,626.5,5.8,903850,557,1086,1112,91289010441,93443149858,73905486312300,879115,500,1080,8520737000000,60,68,1622.5,813.17,NaN,38811,15976,26745,2537,3.2,NaN,0.8,0.5,56,0.8,84068,
COG,555.4,4.4,1631100814400,6478005977800,11662700148,14186866197,397.2,1.6,1235232,2224,3414,3495,17906437141,18328973894,5730984815600,1092789,1680,3090,1459596000000,64,36,555.4,353.43,282.4,2190,979,1934,141,2.6,NaN,3.1,0.6,33,3.8,5244,
COK,NaN,NaN,NaN,524215273,NaN,NaN,NaN,NaN,29924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,274230950,NaN,NaN,1.4,NaN,NaN,4,3,9,2,NaN,NaN,NaN,NaN,NaN,NaN,18,
COL,2955.7,1.8,853600000000000,985931000000000,333568926393,382113379426,115.5,2.5,19858149,6719,14456,14966,717700988115,743037024276,960980000000000,19355598,6260,14590,342347561000000,77,12,2955.7,1326.89,1461.7,11461,8715,25275,4210,1.5,11.1,0.5,0.4,19,7.5,49661,
COM,416.6,4.2,409169000000,490958000000,1178530758,1167531658,120,3.4,589865,1416,3067,3139,2552596610,2612830027,493799000000,593279,1380,3160,73239000000,64,50,416.6,187.9,NaN,329,163,315,25,2.2,NaN,0.1,0.5,71,0.5,832,
CPV,93.4,2.3,159239553300,183697948800,1966983316,2033690797,115.4,4.5,337825,3617,6864,7026,3732496854,3820572282,179369527400,329865,3400,6860,56726000000,73,14,93.4,48.08,47.1,156,98,264,25,1.2,NaN,0.6,0.5,34,2.9,544,
CRI,577,1.8,28499535297500,34937935887100,60553901420,49677368087,122.6,2.7,6988368,12112,19427,19873,97122407363,99354588664,33041143800000,6608968,11590,18790,9346417528340,80,8,577,351.65,376.1,1066,788,2668,477,1,3.7,0.4,0.6,21,6,4999,
CUB,1,1.6,57025000000,100023000000,100023000000,77290916753,175.4,2.2,8822,8822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79,4,NaN,NaN,NaN,1838,1386,6393,1722,NaN,NaN,0.4,NaN,23,NaN,11338,
CUW,1.8,1.7,3815344200,5598955400,3127908045,NaN,146.7,-2.2,35037,19574,24982,25572,3992146786,4086349152,5662305400,35434,19610,25860,NaN,NaN,NaN,1.8,1.37,1.5,31,20,84,27,-0.2,NaN,NaN,0.8,11,NaN,163,
CYM,0.8,NaN,4304400000,4571000000,5485419417,4993498121,106.2,3.3,71228,85477,70810,72481,4544136436,4651364057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8,0.98,NaN,12,8,38,7,1.2,NaN,NaN,1.2,,NaN,64,
CYP,0.8,1.3,20677750000,21137818000,24961995749,27413165936,102.2,4.1,24294,28690,38822,39737,33778207944,34574175051,20393418000,23439,26620,38340,9183000000,81,2,NaN,0.61,0.7,200,171,656,163,0.8,NaN,NaN,0.7,33,NaN,1189,
CZE,21.7,1.7,5053179365000,5323556000000,244987409831,247934915499,105.4,2.8,500808,23047,39453,40389,419380082111,429335963330,5031932000000,473374,20230,38180,2195861000000,79,3,21.7,12.4,13.9,1662,978,5954,2071,0.3,NaN,NaN,0.6,26,NaN,10666,
DEU,0.8,1.6,3222479450000,3344370000000,3949548833953,3937238459204,103.8,1.5,40339,47639,53660,54457,4448723374458,4514794305293,3437908000000,41468,47150,55980,1492201000000,81,3,NaN,0.74,0.8,11322,8702,45260,17840,0.3,NaN,NaN,0.9,23,NaN,83124,
DJI,177.7,2.7,510136831500,535438443200,3012820410,NaN,105,8.4,558377,3142,5214,5337,4999893743,5117875833,553371005200,577077,3260,5520,138829000000,67,50,177.7,104.62,102.4,284,180,452,43,1.6,NaN,0.9,0.6,22,14.4,959,
DMA,2.7,NaN,1159670000,1487410000,550892593,479482829,128.3,2.3,20767,7691,11533,11806,826079839,845572778,1490969200,20816,7710,11830,999000000,NaN,30,2.7,1.76,1.8,13,13,39,7,0.2,NaN,NaN,0.7,30,5.2,72,
DNK,6.3,1.7,2196565291300,2245954115000,355675329086,370302958452,102.2,2.4,387659,61391,56103,57218,325039328912,331502619456,2304285000000,397727,60920,58700,1144150000000,81,3,6.3,6.78,7.8,947,731,2935,1140,0.5,NaN,NaN,1.1,12,NaN,5752,
DOM,49.5,2.3,2500289853700,4235846766900,85555378043,81804960995,169.4,7,398587,8051,17712,18130,188225854771,192667405086,4045480844400,380674,7760,17310,691130000000,74,24,49.5,21.99,24.7,2973,1911,4990,753,1.1,2.6,1,0.4,19,3.8,10627,
DZA,116.6,3,6123565479992,20259100000000,173757952824,201195453898,330.8,1.4,479750,4115,11479,11750,484761181991,496200052508,19746087280000,467602,3960,11450,7732070000000,77,20,116.6,40.83,38.9,12731,6070,20740,2687,2,NaN,0.1,0.4,27,0.1,42228,
ECU,1,2.4,71870517000,107562008000,107562008000,88507202750,149.7,1.3,6296,6296,11562,11835,197525050991,202186033689,104732813610,6130,6090,11520,41412000000,77,12,1,0.53,0.6,4789,3092,7981,1223,1.8,9.7,0.4,0.5,36,8.7,17084,
EGY,17.7,3.3,3654400000000,4437400000000,250894760351,286148648494,121.4,5.3,45085,2549,11366,11635,1118715683485,1145113927246,4325998072300,43953,2800,11340,1335980000000,72,18,17.8,3.88,3.8,33266,16851,43159,5147,2,NaN,0.1,0.2,57,3.2,98424,
ERI,15.1,4.1,NaN,103343029205,NaN,NaN,NaN,NaN,29930,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8275000000,66,31,15.1,NaN,NaN,1445,624,1228,155,NaN,NaN,0.6,NaN,NaN,NaN,3453,
ESH,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,157,97,296,17,NaN,NaN,NaN,NaN,NaN,NaN,567,
ESP,0.8,1.3,1169218000000,1202193000000,1419735245005,1539527998175,102.8,2.4,25689,30338,40329,40483,1887303716314,1894494241788,1204894000000,25747,29320,40570,501497000000,83,3,NaN,0.63,0.7,6848,4478,26319,9048,0.4,NaN,0.4,0.7,20,NaN,46693,
EST,0.8,1.7,23629174300,26035854000,30747159198,26372885187,110.2,4.8,19695,23258,35308,36358,46676477891,48064476468,25547500000,19325,21350,35680,10146000000,78,2,NaN,0.54,0.6,216,124,722,260,0.3,NaN,NaN,0.6,31,NaN,1323,
ETH,26.1,4.2,1835179678000,2200121000000,84269348327,62329193946,119.9,6.8,20143,772,2104,2153,229755278556,235176795335,2190270000000,20053,800,2140,354209000000,66,38,27.4,9.36,9.4,44545,23648,37207,3824,2.6,NaN,1,0.4,79,2,109224,
FIN,0.8,1.4,227494883700,233619228400,275893681356,269189270719,102.7,1.6,42357,50021,48191,49373,265799947802,272319030456,234439000000,42505,48300,49550,124739000000,82,2,NaN,0.86,0.9,892,624,2807,1200,0.1,NaN,NaN,1,15,NaN,5523,
FJI,2.1,2.8,10734642800,11557432100,5536759653,4236472838,107.7,3.5,13082,6267,13808,14134,12199191151,12487054480,10773157300,12194,5860,13170,3772000000,67,22,2.1,0.93,1,261,145,429,48,0.7,NaN,0.2,0.4,44,1.2,883,
FLK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,,2,1,NaN,NaN,NaN,NaN,NaN,NaN,3,
FRA,0.8,1.9,2314201919200,2360687000000,2787863958885,2927751437252,102,1.8,35252,41631,45561,46605,3051034035043,3120958807400,2406070000000,35930,41080,47500,1314038000000,83,4,NaN,0.76,0.8,11670,7554,32746,13021,0.2,NaN,0.3,0.9,20,NaN,64991,
FRO,6.3,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83,NaN,NaN,NaN,NaN,10,7,23,9,0.3,NaN,NaN,NaN,58,NaN,48,
FSM,1,3.1,251081200,401932300,401932300,307352260,160.1,0.2,3568,3568,3469,3550,390699547,399918853,412197400,3659,3400,3640,259000000,68,25,1,1.01,NaN,36,24,49,5,1.1,NaN,NaN,1,77,NaN,113,
GAB,555.4,4,5530919212500,9366095748800,16862282414,19182154180,169.3,0.8,4419481,7957,14743,15091,31245296783,31982589532,8751044250600,4129263,6830,14100,1600625000000,66,32,555.4,292.85,326.3,785,367,892,76,2.6,NaN,3.6,0.5,11,4.4,2119,
